NumSubjects,AvgEER,StdEER,AvgStd
80,10.312102416664546,0.3207828501664909,6.320766109061693
62,10.267882220697365,0.5368962468517103,6.336796490752715
9,10.411190347407242,2.327074956569951,6.879564083997008
38,9.93511371922493,0.9160707764961286,6.137233470227868
50,10.194671242853142,0.5892454032506916,6.279074206119563
89,10.308130413883443,0.2570176022741322,6.35218179356361
19,9.956449680620675,1.0900245553790802,6.248688948396202
71,10.22955446869903,0.3957173805079949,6.328167869821629
73,10.27821440779086,0.3104188780936581,6.339767902182667
15,10.075540296204998,1.6492318655755496,6.523946949339293
60,10.22789126024759,0.483708984507653,6.344114681883602
12,10.487846722782956,1.834040719015662,6.167235449799692
72,10.16318855285855,0.3965656637814573,6.256992027918975
83,10.25823680720888,0.2991404868581965,6.3532092797976505
67,10.289005714675252,0.4500483198763495,6.463512574942825
18,10.343564644680232,1.280219376547113,6.383600124561858
63,10.19913229544076,0.536541578855308,6.217742397496391
81,10.303059510616515,0.2824261677307208,6.2508073824895245
35,10.305546545014538,0.8989338645168776,6.429077082390043
93,10.230179366277344,0.1349098723769877,6.313128767477178
70,10.240867736098544,0.5086606912234811,6.284304528247542
49,10.261754804726294,0.5963832577618509,6.320325774638285
28,10.50545365883371,1.021302828050214,6.528689939948598
48,10.39457546832073,0.7177519926240576,6.38918766793202
53,10.27188870963932,0.5458937903232313,6.300193538063439
59,10.158313074681764,0.4866069656671312,6.269180888228605
44,10.220448727489666,0.7056922366010636,6.424026038430107
77,10.260397910105064,0.2964298107899564,6.36734838512879
86,10.26490774126497,0.2578687763771745,6.321258795893531
78,10.23711744057672,0.3494319628041195,6.306428992983942
16,10.427394231357695,1.4863282502531907,6.732545529280089
5,10.90419380085151,3.395900123783172,7.004305749040172
45,10.420134158448434,0.7039822623025744,6.27733742863347
100,10.273811940744622,0.0,6.308188099804591
41,10.28748664975113,0.7609862075426475,6.195118012945077
22,10.2588828100946,1.3631135292594077,6.608383828052677
69,10.160739390653225,0.4371033787359066,6.294603108573931
4,10.127779921409378,4.581549324987082,7.005072474495599
64,10.275061144674696,0.5829227441427001,6.211701482496189
26,10.08902535931272,1.232959174402346,6.390247463149157
27,10.364823345314742,1.1833498174169943,6.398222943634075
31,10.070634962905595,0.9630267533344212,5.976832886766432
82,10.258175179816128,0.3074854500103725,6.224668499298519
6,9.840338012842157,2.76386822380848,6.040985378921482
76,10.236674834522896,0.3820442652804974,6.268767483109876
68,10.277544858018556,0.4005176063658818,6.239629393429177
99,10.278235024005866,0.0591507225322309,6.307923421390415
32,10.05636227504828,0.9361832246531214,6.066328142315443
74,10.301658763577247,0.3606701653869632,6.311257375594924
54,10.240553312048965,0.555760521930073,6.375413939637252
58,10.255462500461972,0.4897960142145846,6.4296076274627785
98,10.25395518218918,0.1035099497101969,6.293397303157535
34,9.95517706123728,0.9422734390561176,6.048624757121078
61,10.22029985070565,0.4569804900059808,6.289857173965764
66,10.23924311585937,0.4859631650190052,6.363380212254221
10,9.818478465643247,2.086534187842897,6.152752576561206
17,10.27730472103368,1.3589494480496576,6.505726387562137
47,10.29836011305474,0.6591871006424356,6.271398278251107
33,10.099012231711033,0.7881577647354917,6.274601445424601
39,10.472774647246563,0.912953536842287,6.12279344722205
13,9.746507127667286,1.917903204992129,6.310039353034552
95,10.264016053044488,0.1753277162095531,6.285281831301476
90,10.268046818660409,0.2274190349835903,6.314755134951431
65,10.297695690572208,0.4675934357529374,6.410898326477995
91,10.25695544860476,0.2024636774444315,6.305175662832761
56,10.138002567167744,0.6413567256642249,6.181534909639672
84,10.242865635746616,0.2598912147298106,6.302562200315378
79,10.266257378185152,0.3285314518116628,6.309904171192593
21,10.210586036756643,1.290923628225345,6.693048557603292
25,10.22620223734292,1.152145814630656,6.359874208344836
11,10.507993976074664,1.8979607546292192,6.691479972511275
30,10.291190887980234,1.11818133211926,6.548596135390488
55,10.338362470777511,0.5074323122420432,6.294326064634688
36,10.20075943774825,0.7344903545214763,6.193442766008389
94,10.26144079629256,0.1420590699909748,6.295599484551392
23,10.272666549586052,1.1600497593425017,6.269274404516883
97,10.291435814264949,0.1219435958474139,6.321040494490704
52,10.118637569298564,0.6680349861473277,6.1638915852099
24,10.189570819288727,1.2287412697857218,6.214536263753558
51,10.328361287774936,0.7672515533864086,6.241545587345812
29,9.90795660586255,0.918053441587421,6.075824956069543
14,10.062121251235778,1.837156259543318,6.430097493916718
92,10.28973976064574,0.1566944987554387,6.323076965331516
2,10.279261724478287,8.550605781181847,4.171686769669124
7,10.22770272087853,2.6480554856680785,6.64298825024994
43,10.335465744035798,0.8371448997081434,6.400749723254839
85,10.246160406467569,0.2825023683179097,6.248926429429059
75,10.267925359323312,0.3913736931991847,6.2451313437144655
42,10.128187029069796,0.573159960597029,6.249987653916113
37,10.27917161454631,0.8784339639413417,6.571487689688834
20,10.001309100545487,1.2860833353904166,6.327793245585418
46,10.10986761854138,0.6141603339684455,6.186757195390944
57,10.261019101344464,0.5980853092842068,6.335267274948468
87,10.250620109755689,0.2532330819516928,6.313938872882513
8,9.931780757940007,2.7630220265712904,6.238721051972058
88,10.323878597190864,0.252187839964796,6.308931413478185
40,10.294282132768371,0.7076524729509179,6.205374794369034
3,9.329403775301996,5.414586059937784,6.246509613387014
96,10.232596527065796,0.1358403488600789,6.25800788434939
